file,qualified_name,start_line,end_line,signature,calls,attributes_read,attributes_written
mpc_solarcar/model.py,SolarCarModel.auxiliary_power,389,394,"def auxiliary_power(self, aux_power_w=None)",float | max,aux_power_override_w | p,
mpc_solarcar/model.py,SolarCarModel.scheduled_auxiliary_power,396,403,"def scheduled_auxiliary_power(self, *, is_driving: bool, irradiance_wm2: float) -> float",float | max | self.auxiliary_power,aux_power_override_w | auxiliary_power | p,
mpc_solarcar/model.py,SolarCarModel.torque_from_mech,405,414,"def torque_from_mech(self, P_mech, v_ms, wheel_radius=None, ratio=None)",,p,
mpc_solarcar/model.py,SolarCarModel.electrical_balance,416,477,"electrical_balance(self, v_ms, slope_pct, z, Tbat_C, G_poa, Tcell_C, headwind_ms, aux_power_w, inertial_power_w, ambient_temp_c, elevation_m)",_is_symbolic | ca.fmax | dict | float | max | np.clip | self.auxiliary_power | self.battery_iv | self.charge_efficiency | self.eff_drive | self.eff_regen | self.pv_balance | self.resistive_forces | self.torque_from_mech,auxiliary_power | battery_iv | charge_efficiency | eff_drive | eff_regen | p | pv_balance | resistive_forces | torque_from_mech,
mpc_solarcar/utils_maps.py,bilinear_interp,3,12,"def bilinear_interp(xg, yg, Z, x, y)",len | np.asarray | np.clip | np.searchsorted,,
mpc_solarcar/utils_maps.py,read_eff_map,13,15,def read_eff_map(path),df.columns.values.astype | df.index.values.astype | df.values.astype | pd.read_csv,,
mpc_solarcar/utils_maps.py,read_Rint_map,16,18,def read_Rint_map(path),df.columns.values.astype | df.index.values.astype | df.values.astype | pd.read_csv,,
mpc_solarcar/utils_maps.py,read_map,20,22,def read_map(path),df.columns.values.astype | df.index.values.astype | df.values.astype | pd.read_csv,,
mpc_solarcar/utils_maps.py,read_1d_map,24,33,def read_1d_map(path),df.index.values.astype | pd.read_csv | values.astype,,
mpc_solarcar/route_utils.py,_interp_field,6,13,"def _interp_field(d, y, s_km, default=0.0)",float | len | np.clip | np.searchsorted,,
mpc_solarcar/route_utils.py,interpolate_route,16,22,"def interpolate_route(route_df, s_km)",_interp_field | float | len,,
mpc_solarcar/route_utils.py,interpolate_route_with_alt,25,33,"def interpolate_route_with_alt(route_df, s_km)",_interp_field | float | interpolate_route,,
mpc_solarcar/route_utils.py,interpolate_profile,36,40,"def interpolate_profile(route_df, s_km, field: str, default: float = 0.0) -> float",_interp_field | float,,
mpc_solarcar/route_utils.py,average_profile,43,64,"def average_profile(route_df, s0_km, s1_km, field: str, default: float = 0.0) -> float",average_profile_segments | float | np.asarray | np.isfinite,,
mpc_solarcar/route_utils.py,average_profile_segments,67,124,"def average_profile_segments(route_df, starts_km, lengths_km, field: str, default: float = 0.0)",ValueError | antiderivative | finite.sum | float | int | len | lengths.ravel | np.any | np.argsort | np.asarray | np.clip | np.concatenate | np.cumsum | np.diff | np.empty_like | np.full | np.interp | np.isfinite | np.maximum | np.searchsorted | np.square | np.unique | pd.to_numeric | result.reshape | starts.ravel | to_numpy,,
mpc_solarcar/route_utils.py,interpolate_route_heading,127,139,"def interpolate_route_heading(route_df, s_km, span_km: float = 0.5) -> float",float | interpolate_route | len | math.atan2 | math.cos | math.degrees | math.radians | math.sin,,
mpc_solarcar/schedule_utils.py,_parse_utc,14,23,def _parse_utc(ts: str) -> Optional[datetime],datetime.fromisoformat | dt.astimezone | dt.replace | ts.endswith,,
mpc_solarcar/schedule_utils.py,_parse_time_hhmm,26,33,def _parse_time_hhmm(s: str) -> Optional[dtime],dtime | int | len | s.strip | split,,
mpc_solarcar/schedule_utils.py,DriveWindow.contains,43,44,"def contains(self, t_utc: datetime) -> bool",,end_utc | start_utc,
mpc_solarcar/schedule_utils.py,DailyWindow.contains,56,72,"def contains(self, t_utc: datetime) -> bool",ZoneInfo | local_dt.time | local_dt.weekday | t_utc.astimezone,days | end_local | start_local | tz,
mpc_solarcar/schedule_utils.py,DriveSchedule.__init__,76,79,"def __init__(self, windows: List[DriveWindow], daily: List[DailyWindow], deny_by_default: bool)",,,daily | deny_by_default | windows
mpc_solarcar/schedule_utils.py,DriveSchedule.from_yaml,82,116,"def from_yaml(cls, path: str) -> Optional['DriveSchedule']",DailyWindow | DriveWindow | _parse_time_hhmm | _parse_utc | bool | cfg.get | cls | daily.append | float | int | open | os.path.exists | str | w.get | windows.append | yaml.safe_load,,
mpc_solarcar/schedule_utils.py,DriveSchedule.speed_limits,118,132,"def speed_limits(self, t_utc: datetime) -> Optional[Tuple[float, float]]",limits.append | max | min | w.contains,daily | deny_by_default | windows,
mpc_solarcar/schedule_utils.py,DriveSchedule.is_drive_time,134,138,"def is_drive_time(self, t_utc: datetime) -> bool",self.speed_limits,deny_by_default | speed_limits,
mpc_solarcar/schedule_utils.py,DriveSchedule.next_drive_start,140,181,"def next_drive_start(self, t_utc: datetime) -> datetime",ZoneInfo | candidates.append | date | datetime.combine | local_dt.date | local_dt.time | local_dt.weekday | min | self.is_drive_time | start_local.astimezone | t_utc.astimezone | timedelta | weekday,daily | is_drive_time | windows,
mpc_solarcar/schedule_utils.py,DriveSchedule.current_drive_window,183,217,"def current_drive_window(self, t_utc: datetime)",ZoneInfo | datetime.combine | end_local.astimezone | local_dt.date | local_dt.time | local_dt.weekday | start_local.astimezone | t_utc.astimezone | timedelta | w.contains,daily | windows,
mpc_solarcar/forecast_grid.py,timestamp_ns,23,29,def timestamp_ns(value) -> int,int | pd.Timestamp | ts.tz_convert | ts.tz_localize,,
mpc_solarcar/forecast_grid.py,forecast_distance_column,32,39,def forecast_distance_column(df: pd.DataFrame) -> str,isinstance,,
mpc_solarcar/forecast_grid.py,build_forecast_grid_payload,42,82,def build_forecast_grid_payload(df: pd.DataFrame) -> dict | None,apply | bfill | df.copy | drop_duplicates | dropna | ffill | forecast_distance_column | interpolate | len | max | np.array | pd.Index | pd.to_numeric | pivot.to_numpy | reindex | sort_values | sorted | timestamp_ns | unique | work.drop_duplicates | work.dropna | work.pivot,,
mpc_solarcar/forecast_grid.py,interp_forecast_grid,85,130,"interp_forecast_grid(payload, col, t_utc, s_km, default)",float | get | int | len | max | np.clip | np.searchsorted | payload.get | timestamp_ns,,
mpc_solarcar/upper_policy.py,load_upper_policy_csv,9,30,def load_upper_policy_csv(path: str | Path) -> pd.DataFrame,Path | ValueError | copy | drop_duplicates | dropna | float | len | out.replace | pd.read_csv | pd.to_numeric | required.issubset | reset_index | sort_values | sorted,,
mpc_solarcar/upper_policy.py,interpolate_upper_policy,33,49,"interpolate_upper_policy(frame, control_s_km, *, minimum_speed_kmh, maximum_speed_kmh)",ValueError | float | len | np.all | np.asarray | np.clip | np.interp | np.isfinite | pd.to_numeric | to_numpy,,
mpc_solarcar/upper_cost.py,UpperCostConfig.to_dict,44,45,"def to_dict(self) -> Dict[str, Any]",asdict,,
mpc_solarcar/upper_cost.py,_cfg_value,48,51,"def _cfg_value(cfg: Optional[dict], key: str, default)",isinstance,,
mpc_solarcar/upper_cost.py,load_upper_cost_config,54,107,"load_upper_cost_config(mpc_cfg, *, legacy, default_drive_window)",UpperCostConfig | _cfg_value | float | isinstance | lower | mpc_cfg.get | pick | str | strip,,
mpc_solarcar/upper_cost.py,quad_penalty,110,115,"def quad_penalty(x: float, cap: float = 1.0e3) -> float",,,
mpc_solarcar/upper_cost.py,upper_stage_cost,118,260,"upper_stage_cost(cfg, *, dt_wait, dt_travel, v_kmh, v_prev_kmh, vmax_local_kmh, drive_limits, dv_limit_kmhps, I_a, V_v, P_pv_w, P_pack_w, P_pack_prev_w, P_mech_wheel_w, losses_int_w, losses_line_w, F_aero_n, kinetic_step_wh, z_next, Tb_next_c, term_soc_min, soc_min, soc_max, temp_min_c, temp_max_c, day_end_soc_min, day_end_crossing, soc_day_end_max, soc_day_track_target, soc_day_track_tol, I_max, I_chg_min, V_min, V_max, time_ahead_h, progress_lag_km)",abs | float | max | min | quad_penalty,,
mpc_solarcar/upper_cost.py,upper_terminal_cost,263,280,"upper_terminal_cost(cfg, *, z_terminal, term_soc_min, soc_finish_target, soc_finish_tol, progress_terminal_lag_km)",float | max | quad_penalty,,
mpc_solarcar/upper_cost.py,active_upper_cost_terms,283,288,"def active_upper_cost_terms(cfg: UpperCostConfig, threshold: float = 1.0e-6) -> Dict[str, float]",abs | cfg.to_dict | float | items | key.startswith,,
mpc_solarcar/upper_horizon.py,UpperDistanceHorizon.total_km,20,21,def total_km(self) -> float,float | len | np.sum,ds_seq_km,
mpc_solarcar/upper_horizon.py,_weighted_extra,24,30,"def _weighted_extra(count: int, growth: float) -> np.ndarray",abs | float | max | np.arange | np.ones | np.power,,
mpc_solarcar/upper_horizon.py,_adaptive_ds_sequence,33,79,"_adaptive_ds_sequence(target_km, *, max_steps, min_ds_km, max_ds_km, growth)",_weighted_extra | alloc_weights.sum | base.copy | base.sum | enumerate | float | int | math.ceil | max | min | np.any | np.array | np.flatnonzero | np.full | np.maximum | weights.sum,,
mpc_solarcar/upper_horizon.py,build_upper_distance_horizon,82,133,"build_upper_distance_horizon(*, mode, s0_km, race_km, ds_km, horizon_km, max_steps, ctrl_km, adaptive_min_ds_km, adaptive_max_ds_km, adaptive_growth)",UpperDistanceHorizon | _adaptive_ds_sequence | float | int | len | lower | math.ceil | max | min | np.append | np.arange | np.array | np.concatenate | np.cumsum | np.full | np.sum | str | strip,,
mpc_solarcar/upper_horizon.py,plan_segment_index,136,145,"def plan_segment_index(plan_segments: Iterable[dict], s_km: float) -> int",enumerate | float | len | list | seg.get,,
mpc_solarcar/upper_solver.py,_fork_finite_cost,19,22,def _fork_finite_cost(vec: np.ndarray) -> float,finite_cost | float,,
mpc_solarcar/upper_solver.py,clip_to_bounds,25,29,"def clip_to_bounds(vec: np.ndarray, bounds: Bounds) -> np.ndarray",copy | enumerate | float | np.asarray | np.clip,,
mpc_solarcar/upper_solver.py,finite_cost,32,39,"def finite_cost(cost_fn: Callable[[np.ndarray], float], vec: np.ndarray) -> float",cost_fn | float | np.asarray | np.isfinite,,
mpc_solarcar/upper_solver.py,default_seed_library,42,54,"def default_seed_library(x0: np.ndarray, bounds: Bounds) -> List[tuple[str, np.ndarray]]",clip_to_bounds | float | len | np.array | np.asarray | np.linspace | np.maximum | seeds.append,,
mpc_solarcar/upper_solver.py,hybrid_bounded_minimize,57,473,"hybrid_bounded_minimize(cost_fn, x0, bounds, *, maxiter, structured_seeds, cem_enabled, cem_mode, cem_generations, cem_population, cem_elite, local_refine_topk, seed_library_mode, rng_seed, shgo_samples, shgo_iters, cert_grid_levels, cert_grid_values, cert_max_evaluations, cert_workers, progress_callback, cert_progress_interval)",ProcessPoolExecutor | ThreadPoolExecutor | abs | add_candidate | best.get | bool | clip_to_bounds | copy | default_seed_library | dict | emit_progress | enumerate | evaluated.append | evaluated.extend | executor.map | finite_cost | finite_pool.sort | finite_pop.sort | float | get | getattr | global_pool.sort | grid_values.copy | grid_values.tolist | hasattr | int | len | list | local_refine_rows | lower | max | min | minimize | mp.get_context | np.all | np.array | np.asarray | np.clip | np.isfinite | np.linspace | np.max | np.maximum | np.mean | np.random.default_rng | np.round | np.std | np.unique | np.vstack | pop.append | product | progress_callback | range | record_grid_candidate | refined.append | refined.sort | rng.normal | row.get | seen.add | set | shgo | should_run_cem_from_seed_consensus | str | strip | sum | tolist | tuple | zip,,
mpc_solarcar/estimator.py,BatteryMHE.__init__,32,52,"__init__(self, model, horizon_steps, w_soc, w_tb, w_i, w_v, w_prior, soc_bounds, tb_bounds)",deque | float | int | max,,model | samples | soc_bounds | tb_bounds | w_i | w_prior | w_soc | w_tb | w_v
mpc_solarcar/estimator.py,BatteryMHE.push,54,55,"def push(self, u: MheInput, y: MheMeas)",self.samples.append,samples,
mpc_solarcar/estimator.py,BatteryMHE._simulate,57,83,"def _simulate(self, z0: float, Tb0: float)",float | outputs.append | self.model.electrical_balance | self.model.soc_step,model | samples,
mpc_solarcar/estimator.py,BatteryMHE.estimate,85,111,"def estimate(self, z_init: float, Tb_init: float) -> Tuple[float, float]",dict | float | len | math.isfinite | minimize | np.array | self._simulate | zip,_simulate | samples | soc_bounds | tb_bounds | w_i | w_prior | w_soc | w_tb | w_v,
mpc_solarcar/signal_utils.py,finite_float,7,12,"def finite_float(value, default: float = math.nan) -> float",float | math.isfinite,,
mpc_solarcar/signal_utils.py,fresh_enough,15,20,"def fresh_enough(last_time_sec: float | None, now_sec: float | None, timeout_sec: float) -> bool",float,,
mpc_solarcar/signal_utils.py,slew_limit,23,38,"slew_limit(previous, target, dt_sec, rise_rate, fall_rate)",finite_float | float | max | min,,
mpc_solarcar/signal_utils.py,RobustScalarFilter.__init__,42,58,"__init__(self, *, tau_sec, initial_value, min_value, max_value, rise_rate, fall_rate)",finite_float | max,,fall_rate | last_time | max_value | min_value | rise_rate | tau_sec | value
mpc_solarcar/signal_utils.py,RobustScalarFilter.reset,60,63,"def reset(self, value: float, *, now: float | None = None) -> float",finite_float | float | time.monotonic,,last_time | value
mpc_solarcar/signal_utils.py,RobustScalarFilter.update,65,84,"def update(self, value: float, *, now: float | None = None) -> float",finite_float | float | math.exp | math.isfinite | max | self._clamp | slew_limit | time.monotonic,_clamp | fall_rate | rise_rate | tau_sec,last_time | value
mpc_solarcar/signal_utils.py,RobustScalarFilter._clamp,86,92,"def _clamp(self, value: float) -> float",finite_float | float | max | min,max_value | min_value | value,
mpc_solarcar/signal_utils.py,SmoothRateLimiter.__init__,96,116,"__init__(self, *, min_value, max_value, tau_sec, rise_rate, fall_rate, deadband, quantize_step, initial_value)",finite_float | max | self._clamp,_clamp,deadband | fall_rate | last_time | max_value | min_value | quantize_step | rise_rate | tau_sec | value
mpc_solarcar/signal_utils.py,SmoothRateLimiter.reset,118,121,"def reset(self, value: float, *, now: float | None = None) -> float",finite_float | float | self._clamp | time.monotonic,_clamp,last_time | value
mpc_solarcar/signal_utils.py,SmoothRateLimiter.update,123,139,"def update(self, target: float, *, now: float | None = None) -> float",finite_float | float | math.exp | max | self._clamp | self._postprocess | slew_limit | time.monotonic,_clamp | _postprocess | fall_rate | rise_rate | tau_sec,last_time | value
mpc_solarcar/signal_utils.py,SmoothRateLimiter._clamp,141,147,"def _clamp(self, value: float) -> float",finite_float | float | max | min,max_value | min_value,
mpc_solarcar/signal_utils.py,SmoothRateLimiter._postprocess,149,155,"def _postprocess(self, value: float, *, reference: float) -> float",abs | float | round | self._clamp,_clamp | deadband | quantize_step,
mpc_solarcar/solar_preflight_logic.py,evaluate_freshness,19,40,"evaluate_freshness(*, elapsed_sec, ages_sec, required, timeout_sec, startup_grace_sec)",FreshnessResult | ages_sec.get | float | join,,
mpc_solarcar/solar_preflight_logic.py,evaluate_command_gate,43,68,"evaluate_command_gate(*, elapsed_sec, speed_input_age_sec, system_state, system_state_age_sec, startup_hold_sec, input_timeout_sec, system_state_timeout_sec, require_system_running)",CommandGateResult | max | str | strip | upper,,
mpc_solarcar/solar_preflight_node.py,SolarPreflightNode.__init__,15,39,def __init__(self),__init__ | info | self._seen | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | super | time.monotonic,_seen | _step | create_publisher | create_subscription | create_timer | declare_parameter | get_logger,last_seen | pub_diag | pub_health | pub_state | start_mono | timer
mpc_solarcar/solar_preflight_node.py,SolarPreflightNode._seen,41,45,"def _seen(self, key: str)",time.monotonic,last_seen,
mpc_solarcar/solar_preflight_node.py,SolarPreflightNode._required,47,57,"def _required(self) -> tuple[str, ...]",bool | required.append | required.extend | self.get_parameter | tuple,get_parameter,
mpc_solarcar/solar_preflight_node.py,SolarPreflightNode._step,59,75,def _step(self),Float32 | String | evaluate_freshness | float | self._required | self.get_parameter | self.pub_diag.publish | self.pub_health.publish | self.pub_state.publish | time.monotonic,_required | get_parameter | last_seen | pub_diag | pub_health | pub_state | start_mono,
mpc_solarcar/solar_preflight_node.py,main,78,85,def main(),SolarPreflightNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/distance_node.py,DistanceNode.__init__,10,27,def __init__(self),__init__ | float | info | self.create_publisher | self.create_service | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | super,_on_reset | _on_speed | _publish | create_publisher | create_service | create_subscription | create_timer | declare_parameter | get_logger | get_parameter,last_speed | last_time | max_dt_sec | pub_s | s_km | srv_reset | sub_speed | timer
mpc_solarcar/distance_node.py,DistanceNode._on_speed,29,38,"def _on_speed(self, msg: Float32)",float | math.isfinite | now | self.get_clock,get_clock | max_dt_sec,last_speed | last_time | s_km
mpc_solarcar/distance_node.py,DistanceNode._on_reset,40,46,"def _on_reset(self, request, response)",,,last_speed | last_time | s_km
mpc_solarcar/distance_node.py,DistanceNode._publish,48,51,def _publish(self),Float32 | float | self.pub_s.publish,pub_s | s_km,
mpc_solarcar/distance_node.py,main,54,59,def main(),DistanceNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/grade_node.py,GradeNode.__init__,11,41,def __init__(self),__init__ | float | info | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | super | time.monotonic,_on_altitude | _on_gps | _on_s_km | _on_speed | _step | create_publisher | create_subscription | create_timer | declare_parameter | get_logger | get_parameter,alpha | altitude_ema | altitude_m | altitude_topic | gps_topic | grade | last_alt_ema | last_s_km | last_update | min_delta_s_km | min_speed_kmh | pub_grade | s_km | speed_kmh | timer
mpc_solarcar/grade_node.py,GradeNode._on_s_km,43,44,"def _on_s_km(self, msg: Float32)",float,,s_km
mpc_solarcar/grade_node.py,GradeNode._on_speed,46,47,"def _on_speed(self, msg: Float32)",float,,speed_kmh
mpc_solarcar/grade_node.py,GradeNode._on_altitude,49,50,"def _on_altitude(self, msg: Float32)",float | self._update_altitude,_update_altitude,
mpc_solarcar/grade_node.py,GradeNode._on_gps,52,54,"def _on_gps(self, msg: NavSatFix)",float | math.isfinite | self._update_altitude,_update_altitude,
mpc_solarcar/grade_node.py,GradeNode._update_altitude,56,61,"def _update_altitude(self, altitude_m: float)",math.isfinite,alpha,altitude_ema | altitude_m
mpc_solarcar/grade_node.py,GradeNode._step,63,86,def _step(self),Float32 | float | math.isfinite | self.pub_grade.publish,altitude_ema | min_delta_s_km | min_speed_kmh | pub_grade | s_km | speed_kmh,grade | last_alt_ema | last_s_km
mpc_solarcar/grade_node.py,main,89,94,def main(),GradeNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/weather_utils.py,_fetch_json,41,44,def _fetch_json(url: str) -> dict,json.load | urllib.request.Request | urllib.request.urlopen,,
mpc_solarcar/weather_utils.py,ideal_tracking_poa_wm2,47,64,"def ideal_tracking_poa_wm2(ghi, dni, dhi, *, ground_albedo: float = 0.20)",float | np.asarray | np.clip | np.divide | np.maximum | np.where | np.zeros_like,,
mpc_solarcar/weather_utils.py,fetch_openmeteo_forecast,67,119,"fetch_openmeteo_forecast(latitude, longitude, *, timezone_name, forecast_days, step_minutes, tcell_gain)",_fetch_json | bfill | df.get | dropna | dt.strftime | ffill | fillna | float | ideal_tracking_poa_wm2 | int | interpolate | join | max | payload.get | pd.DataFrame | pd.to_datetime | pd.to_numeric | sort_index | str | urllib.parse.urlencode | work.resample | work.reset_index | work.set_index,,
mpc_solarcar/weather_utils.py,write_forecast_csv,122,128,"def write_forecast_csv(df: pd.DataFrame, out_csv: str | Path) -> None",Path | df.copy | out_path.parent.mkdir | work.sort_values | work.to_csv,,
mpc_solarcar/weather_fetch_node.py,WeatherFetchNode.__init__,16,102,def __init__(self) -> None,Path | __init__ | expanduser | float | get_path | get_section | info | int | live_cfg.get | load_profile | max | rclpy.parameter.Parameter | runtime_cfg.get | self._fetch_once | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | self.set_parameters | str | strip | super | weather_cfg.get,_fetch_once | _on_gps | create_publisher | create_subscription | create_timer | declare_parameter | get_logger | get_parameter | set_parameters,fallback_lat | fallback_lon | fetch_period_sec | forecast_days | gps_topic | latest_lat | latest_lon | output_csv | pub_status | raw_forecast_csv | step_minutes | tcell_gain | timer | timezone_name
mpc_solarcar/weather_fetch_node.py,WeatherFetchNode._on_gps,104,109,"def _on_gps(self, msg: NavSatFix) -> None",float,,latest_lat | latest_lon
mpc_solarcar/weather_fetch_node.py,WeatherFetchNode._fetch_once,111,135,def _fetch_once(self) -> None,String | error | fetch_openmeteo_forecast | info | len | raw_path.is_absolute | resolve | self.get_logger | self.pub_status.publish | write_forecast_csv,fallback_lat | fallback_lon | forecast_days | get_logger | latest_lat | latest_lon | output_csv | pub_status | raw_forecast_csv | step_minutes | tcell_gain | timezone_name,
mpc_solarcar/weather_fetch_node.py,main,138,143,def main() -> None,WeatherFetchNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/solar_autocal_logic.py,daytime_stationary_aux_estimate,8,24,"daytime_stationary_aux_estimate(*, ghi_wm2, day_ghi_threshold_wm2, speed_kmh, stationary_speed_kmh, pack_power_w, solar_power_w)",abs | all | float | math.isfinite | max,,
mpc_solarcar/solar_autocal_node.py,_clamp,13,14,"def _clamp(value: float, lo: float, hi: float) -> float",float | max | min,,
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode.__init__,18,72,def __init__(self) -> None,__init__ | _clamp | float | info | max | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | super,_on_current | _on_env | _on_metrics | _on_solar | _on_speed | _on_voltage | _step | create_publisher | create_subscription | create_timer | declare_parameter | get_logger | get_parameter,_latest_current_a | _latest_voltage_v | alpha | aux_max | aux_min | aux_power | day_ghi | drive_gain | drive_gain_max | drive_gain_min | drive_speed | ghi | pack_power_w | period | pred_pack_w | pred_solar_w | pub_aux | pub_drive | pub_solar | pub_status | solar_gain | solar_gain_max | solar_gain_min | solar_obs_w | speed_kmh | stationary_speed | timer
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_speed,74,75,"def _on_speed(self, msg: Float32) -> None",float,,speed_kmh
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_current,77,80,"def _on_current(self, msg: Float32) -> None",float | math.isfinite,_latest_voltage_v,_latest_current_a | pack_power_w
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_voltage,82,85,"def _on_voltage(self, msg: Float32) -> None",float | math.isfinite,_latest_current_a,_latest_voltage_v | pack_power_w
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_solar,87,88,"def _on_solar(self, msg: Float32) -> None",float,,solar_obs_w
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_env,90,93,"def _on_env(self, msg: Float32MultiArray) -> None",float | len | list,,ghi
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._on_metrics,95,100,"def _on_metrics(self, msg: Float32MultiArray) -> None",float | len | list,,pred_pack_w | pred_solar_w
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._ema,102,104,"def _ema(self, current: float, estimate: float, lo: float, hi: float) -> float",_clamp | float,alpha,
mpc_solarcar/solar_autocal_node.py,SolarAutocalNode._step,106,150,def _step(self) -> None,Float32 | String | abs | daytime_stationary_aux_estimate | float | math.isfinite | max | self._ema | self.pub_aux.publish | self.pub_drive.publish | self.pub_solar.publish | self.pub_status.publish,_ema | aux_max | aux_min | day_ghi | drive_gain_max | drive_gain_min | drive_speed | ghi | pack_power_w | pred_pack_w | pred_solar_w | pub_aux | pub_drive | pub_solar | pub_status | solar_gain_max | solar_gain_min | solar_obs_w | speed_kmh | stationary_speed,aux_power | drive_gain | solar_gain
mpc_solarcar/solar_autocal_node.py,main,153,158,def main() -> None,SolarAutocalNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode.__init__,18,87,def __init__(self) -> None,SmoothRateLimiter | __init__ | bool | float | info | int | max | self.create_publisher | self.create_subscription | self.create_timer | self.declare_parameter | self.get_logger | self.get_parameter | self.limiter.reset | socket.socket | str | super | time.monotonic,_on_drive_mode | _on_speed_cmd | _on_system_state | _on_upper_speed_cmd | _step | create_publisher | create_subscription | create_timer | declare_parameter | get_logger | get_parameter,applied_drive_mode | drive_mode_min_hold_sec | input_timeout_sec | last_drive_mode | last_drive_mode_change | last_gate_reason | last_mode_input_time | last_speed_cmd | last_speed_input_time | last_system_state_time | last_udp_error_log_time | last_upper_speed_cmd | limiter | mode_pub | output_drive_mode_topic | output_speed_topic | publish_rate_hz | require_system_running | safe_speed_kmh | sock | speed_pub | start_time | startup_hold_sec | system_state | system_state_timeout_sec | timer | udp_enabled | udp_host | udp_port
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode._on_speed_cmd,89,91,"def _on_speed_cmd(self, msg: Float32) -> None",float | time.monotonic,,last_speed_cmd | last_speed_input_time
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode._on_upper_speed_cmd,93,94,"def _on_upper_speed_cmd(self, msg: Float32) -> None",float,,last_upper_speed_cmd
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode._on_drive_mode,96,98,"def _on_drive_mode(self, msg: String) -> None",str | time.monotonic,,last_drive_mode | last_mode_input_time
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode._on_system_state,100,102,"def _on_system_state(self, msg: String) -> None",str | strip | time.monotonic | upper,,last_system_state_time | system_state
mpc_solarcar/speed_command_bridge_node.py,SpeedCommandBridgeNode._step,104,159,def _step(self) -> None,Float32 | String | encode | error | evaluate_command_gate | float | json.dumps | self.get_logger | self.limiter.update | self.mode_pub.publish | self.sock.sendto | self.speed_pub.publish | time.monotonic | time.time | utc_iso_now,drive_mode_min_hold_sec | get_logger | input_timeout_sec | last_drive_mode | last_mode_input_time | last_speed_cmd | last_speed_input_time | last_system_state_time | last_upper_speed_cmd | limiter | mode_pub | require_system_running | safe_speed_kmh | sock | speed_pub | start_time | startup_hold_sec | system_state | system_state_timeout_sec | udp_host | udp_port,applied_drive_mode | last_drive_mode_change | last_gate_reason | last_udp_error_log_time
mpc_solarcar/speed_command_bridge_node.py,main,162,167,def main() -> None,SpeedCommandBridgeNode | node.destroy_node | rclpy.init | rclpy.shutdown | rclpy.spin,,
mpc_solarcar/telemetry_protocol.py,parse_source_timestamp,18,41,def parse_source_timestamp(payload: dict) -> float | None,datetime.fromisoformat | float | math.isfinite | parsed.astimezone | payload.get | raw.endswith | str | strip | timestamp,,
mpc_solarcar/telemetry_protocol.py,validate_source_timestamp,44,72,"validate_source_timestamp(payload, *, now_unix, last_source_unix, required, max_age_sec, max_future_skew_sec, max_out_of_order_sec)",TimestampValidation | float | max | parse_source_timestamp,,
mpc_solarcar/telemetry_protocol.py,utc_iso_now,75,76,def utc_iso_now() -> str,datetime.now | isoformat | replace,,
mpc_solarcar/telemetry_text_bridge_node.py,_safe_float,19,29,"def _safe_float(payload: dict, *keys: str) -> float | None",float | math.isfinite,,
mpc_solarcar/telemetry_text_bridge_node.py,_parse_key_value_text,32,50,def _parse_key_value_text(text: str) -> dict,float | key.strip | replace | split | text.replace | token.split | token.strip | value.strip,,
mpc_solarcar/telemetry_text_bridge_node.py,parse_text_payload,53,63,def parse_text_payload(text: str) -> dict,_parse_key_value_text | isinstance | json.loads | str | strip,,
mpc_solarcar/telemetry_text_bridge_node.py,headwind_component_ms,66,76,def headwind_component_ms(payload: dict) -> float | None,_safe_float | float | math.cos | math.radians,,
