path,role,summary,classes,functions,imports,ros_topics,lines,bytes,sha256
scripts/audit_solar_package.py,package builder,Perform a reproducible static and profile-contract audit of solar code.,Finding,"add, python_files, audit_python, setup_entries, audit_launch_contracts, nested, primary_profile_paths, audit_profile, audit_blank_templates, write_report, main","__future__, argparse, ast, csv, dataclasses, datetime, json, math, pathlib, re, yaml",,638,28441,bbbf6015f4d535c698901530f3d689632e36ed6065976b54761f2e16d0cc05a6
scripts/bootstrap_ubuntu_humble.sh,operations/support script,,,,,,0,1967,797e6ca460daa0749710a90cd4e4ba76ced75c2e862d12c7874b8ccbed81b23c
scripts/build_bwsc2025_fitted_package.py,package builder,,"PvFitResult, BatteryFitResult, MotionFitResult, PostRefineResult","_fork_joint_minimize, local_dt, ensure_dir, append_reason, log_stage, remove_tree_force, robust_read_csv, read_excel_any, find_column, write_map_csv, interpolate_to_reference_grid, to_utc, timestamp_ns, series_timestamp_ns, series_timestamp_s, iso_z, smooth_series, clip_series, load_event_anchors, classify_stop, build_stop_records, load_processed_day_logs, apply_distance_reconstruction, load_route_dem, attach_route_geometry, apply_exclusion_flags, _fetch_json, archive_url, meteorological_headwind_ms, fetch_route_weather_cache, build_weather_interpolators, attach_archive_weather, load_reference_loaded_voltage_curve, reference_map_grids, build_grounded_ocv_curve, build_grounded_rint_map, load_motor_sheet_samples, build_grounded_drive_family, build_grounded_panel_map, build_grounded_mppt_map, build_grounded_map_assets, base_model_from_public_profile, soc_fit_upper_bound, soft_soc_upper_bound, fitted_pv_power, base_pv_power_unlimited, fit_pv_parameters, stationary_panel_deployment_mask, control_stop_mask, attach_archive_pv_model, fit_stop_tilt_fraction, build_ocv_curve, inverse_ocv_lookup, rint_lookup, battery_prior_penalty, terminal_anchor_sigma, motion_prior_penalty, clip_to_bounds_vec, finite_optimizer_candidate, clone_params, identity_shape_summary, unpack_shape_theta, shape_log_surface_at, fit_separable_shape_summary, fit_separable_shape_with_holdout, independent_map_shape_groups, apply_shape_summary_to_df, scaled_shape_summary, fit_ocv_offset_summary, apply_ocv_offset_summary, build_model_from_map_assets, infer_soc_from_loaded_state, build_retire_anchor, terminal_anchor_window, build_stage_anchors, stage_anchor_windows, replay_segment_start_mask, segment_anchor_soc_from_observation, robust_segment_anchor_soc, rest_soc_targets, make_battery_starts, make_motion_starts, battery_replay_voltage, battery_soc_step, dcir_observations, dcir_log_likelihood_penalty, fit_battery_parameters, unscaled_map_efficiency, motion_power_prediction, fit_regen_utilization, initial_motion_guess, fit_motion_parameters, joint_refine_parameters, joint_replay_core, joint_replay, resample_for_fit, build_effective_weather, metrics_from_replay, quick_metrics_from_replay_payload, retire_anchor_metrics, quick_retire_anchor_metrics_from_payload, copy_pv_fit, copy_battery_fit, copy_motion_fit, replay_metrics_for_candidate, post_refine_replay_scalars, fit_map_shapes, write_scaled_maps, planning_race_km_from_route, write_route_assets, drive_windows_from_anchors, write_drive_schedule_yaml, write_stops_yaml, write_control_stops_yaml, ideal_tracking_poa_wm2, write_nominal_planning_weather_grid_csv, write_stop_catalog_csv, write_observed_weather_csv, write_normalized_logs, write_profile, write_fit_summary_yaml, write_current_maps_and_coefficients, run_forward_sim, load_profile_yaml, build_model_from_profile_cfg, numerical_dpower_dv, shape_lower_plan, generate_plan_products, plot_validation, write_placeholder_plan_outputs, write_report_markdown, write_report_tex, compile_tex, write_package_readme, main","__future__, argparse, concurrent.futures, dataclasses, datetime, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar.model, mpc_solarcar.route_utils, mpc_solarcar.utils_maps, multiprocessing, numpy, os, pandas, pathlib, scipy.interpolate, scipy.optimize, shutil, stat, subprocess, sys, textwrap, time, typing, urllib.parse, urllib.request, yaml, zoneinfo",,6828,304019,8c569041f016ec579d37f0b6c65bed794a07f186be98c368e70c5ddc8e22d70b
scripts/build_fastest_certified_profile.py,operations/support script,,,"_root_relative, build_profile, parse_args, main","__future__, argparse, copy, pathlib, yaml",,236,8917,8b60b3e5e8f52249f2b47dc9b37fa6a87cff04fdd22f2b4144a827a046d61928
scripts/build_historical_weather_counterfactual_grid.py,operations/support script,Build a PV-observation-conditioned weather grid for historical counterfactual replay.,,"_time_column, build_observed_ratio_trace, ratio_at_grid_times, correct_historical_weather_grid, relative_to, build_summary, parse_args, main","__future__, argparse, math, numpy, os, pandas, pathlib, typing, yaml",,330,13391,8964817ff0576e76df6e0688707617de82dd2c38c66f8f496ba840d6245157a8
scripts/build_identification_evidence_bundle.py,vehicle identification tool,,,"relpath_from, read_yaml, write_yaml, write_text, copy_if_exists, build_notes, main","__future__, argparse, json, os, pathlib, shutil, yaml",,332,14845,971960e059e4e016342fa3ee30e3ee8a9594db25b6c6640bd0bc9cb5a6f0d426
scripts/build_linear_restore_derivation_report.py,documentation/report generator,,,"parse_args, load_payload, copy_assets, build_flow_figure, build_markdown, build_pdf, main","argparse, json, math, matplotlib, matplotlib.pyplot, pandas, pathlib, shutil, subprocess",,510,21093,cf30962a96619f8ad4bc0ed35eb2a31566f623bfee69a51bfa7a098a6142d943
scripts/build_linear_restore_hierarchical_report.py,documentation/report generator,,,"parse_args, escape_tex, copy_if_exists, main","argparse, json, pandas, pathlib, shutil, subprocess",,399,15021,98ae835b987644a52322e5e53a40199e40df8976787ac862bdbb0d4ac25a0af2
scripts/build_mle13_completion_report.py,documentation/report generator,"Build the night-aux, self-learning, and full-course validation report.",,"load_json, load_yaml, resolve_path, relative, escape_tex, compile_tex, analyze_simulation, main","__future__, argparse, json, matplotlib.pyplot, mpc_solarcar.upper_horizon, numpy, pandas, pathlib, subprocess, sys, textwrap, yaml",,391,17415,24a2ee812526e9d38630c72f26e433ab8dcf28260e13262ecca97ad28425a317
scripts/build_motor_maps.py,operations/support script,,,"extract_rows, build_map, main","argparse, math, numpy, pandas, pathlib",,101,3447,3b35cb66a7744b5479af92b9c2f7f743a8ce6eeb835cb8829b6c32c43bd96e7d
scripts/build_ocv_curve.py,operations/support script,,,main,"argparse, numpy, os, pandas",,39,1267,edb742289270cf131c7e8399a7608cabc0cae0321c414f0f474e1fff9171ce45
scripts/build_operational_fine_profile.py,operations/support script,Create the non-certified fine-mesh operational MPC profile.,,"median_distance_spacing, resolve_profile_path, main","__future__, argparse, copy, math, pandas, pathlib, yaml",,149,6118,a8454f079a5a5be1a8cafd7bbf923e33c946de179e339018f1c23335bca7f3af
scripts/build_pv_maps_from_csv.py,operations/support script,,,"build_pivot, main","argparse, numpy, os, pandas",,51,1853,4a8b24cf0a074727a7359df8d12a8f07815b477e15774b51a9d109f2b27b77e0
scripts/build_rint_map_from_timeseries.py,operations/support script,,,main,"argparse, numpy, os, pandas",,47,1844,3a8c821c3f1b5d5c33cdaf124d29b9dd0dcfe2d612fbf098db892dad93575a49
scripts/build_route_profile_from_gps.py,operations/support script,,,"haversine_m, main","argparse, math, numpy, os, pandas",,76,2629,b0a5a4f8cd78f0b08cb1dae122fb5962cc50792efa73267f3d29ef579a640094
scripts/can_smoke_test.sh,operations/support script,,,,,,0,1621,a711bdfb27a282e141efb743ecb9f4779af8d378e66240479903a9fc3875f9f9
scripts/check_gpu_surrogate_feasibility.py,operations/support script,Reject a high-fidelity GPU surrogate result that violates vehicle limits.,,"evaluate_summary, main","__future__, argparse, json, math, pathlib, yaml",,103,3730,9cd5b5638df9bacdb7250f098b62c08a42fd244bf5036ebb24ecd873c02ccce9
scripts/check_model_validation_gate.py,operations/support script,Evaluate the independent vehicle-model gate for one resolved profile.,,main,"__future__, argparse, json, pathlib, scripts.solar_sim, sys, yaml",,41,1172,7944938f541e9e0876aa9f77b0ac19af10ccd7b42b6d5b6d1cd7235275bf9380
scripts/check_policy_weather_input.py,operations/support script,Reject circular or non-instant weather before policy optimization.,,"evaluate_policy_weather, main","__future__, argparse, csv, json, pathlib, yaml",,105,3590,fb052c0ea291159ec204b80a073204bae2c45e59c2dad128dcd0da35e5a49cfa
scripts/clone_vehicle_identification_package.py,vehicle identification tool,Create a clean vehicle-identification generation from an existing package.,,"assert_package_child, materialize_active_maps, clone_package, parse_args, main","__future__, argparse, pathlib, re, shutil, yaml",,251,10040,8598a9b51aff0106c8ce630d574f55fd4ab7a6bd234f5532364067049881f739
scripts/compare_identification_runs.py,vehicle identification tool,Compare immutable identification runs with the current validation gate.,,"sha256, parse_assignments, finite, load_run, write_plot, main","__future__, argparse, hashlib, json, math, matplotlib, matplotlib.pyplot, pandas, pathlib, promote_identification_run, sys, yaml",,198,8956,7978c8e322956997ce834918c7835cccffed2d0c98a7fc10ba190857b59693a0
scripts/continue_freearray_fixedheight_realistic_gate.py,operations/support script,,,"parse_args, load_initial_latent, row_from_result, main","argparse, json, mpc_solarcar, numpy, pandas, pathlib, sys",,138,6400,b9c03feaf8eb8f56cd88e69b4a48eb65f41528f87c8a18011bedb7afbbe7eb9a
scripts/continue_linear_restore_objective_v2.py,operations/support script,,V2Result,"parse_args, load_starting_point, theta_weighted_v2_score, optimize_continue_v2, plot_history, build_report, build_pdf, main","argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, scripts.run_linear_restore_objective_search, shutil, subprocess, sys",,371,14933,58a399453dd60a699f7d2dde681cdb6f1951c0f1f32f542eb7c839022346f500
scripts/continue_linear_restore_objective_v3_balanced.py,operations/support script,,V3Result,"parse_args, load_starting_point, v3_balanced_score, optimize_continue_v3, plot_history, build_report, build_pdf, main","argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, scripts.run_linear_restore_objective_search, subprocess, sys",,402,16659,39faff476b61aeb33bdd06e16c95876071213d64579139ba28cbc8066fb470db
scripts/create_bwsc2025_fullcourse_nominal_profile.py,operations/support script,,,"load_yaml, dump_yaml, resolve_profile_asset, clip, build_planning_weather, build_public_control_stops, main","argparse, copy, pandas, pathlib, yaml",,243,11176,f2dc25e2339c6a5fcc901e2df1cc114e57109c22e4a08eabdc65b6952a248057
scripts/create_operational_fine_profile.py,operations/support script,Create a fine-mesh operational profile from the latest canonical fit profile.,,"resolve, materialize_relative_references, parse_args, main","__future__, argparse, math, os, pathlib, yaml",,261,11197,04a6495559f773fb880eaf3966b1fbbc6ebc84f18e5acd441bdba9f75cbd5ff7
scripts/create_project_packages.py,package builder,,,"ensure_dir, wipe_and_make, copy_file, write_text, write_yaml, write_csv_rows, copy_tree_contents, fetch_json, download_binary, geocode_location, bearing_deg, headwind_component_ms, blend_angle_deg, build_template_profile, blank_bundle_readme, public_bundle_readme, write_blank_inputs, fetch_waypoint_weather, build_public_route_weather, build_public_profile, create_public_bundle, create_blank_bundle, write_index, main","copy, csv, datetime, io, json, math, pandas, pathlib, shutil, urllib.parse, urllib.request, yaml",,889,37355,c536db7abc7ff3174e0a645d2cb92e69c35ef4b8330a0095f419df5425b1c531
scripts/create_solarcar_blank_package.py,package builder,,,"patch_blank_manual, patch_blank_entrypoint, reset_project_inputs, write_readme, write_manifest, build_blank_copy, parse_args, main","__future__, argparse, datetime, json, pathlib, re",,269,13284,4d91784073613b3d3b450d2bbfed1c04355b47f88521d4c9fe217be6d48b9197
scripts/create_solarcar_only_package.py,package builder,,,"copy_path, _newest_completed_directory, current_fitted_copy_ignore, copy_current_fitted_package, safe_rmtree, prepare_output_dir, rel, should_remove, prune_paths, prune_current_fitted_history, prune_self_learning_history, _resolve_source_document, _bundle_yaml_source_fields, bundle_current_fitted_evidence, _declared_source_values, validate_current_fitted_release, patch_setup_py, patch_mpc_node, write_readme, write_manifest, refresh_quality_artifacts, build_clean_copy, parse_args, main","__future__, argparse, datetime, json, os, pathlib, re, shutil, subprocess, sys, yaml",,691,27884,b02924d231e75dad54a2d302372608f2324a32c770dd2f8f427ac5ea98c104a3
scripts/dashboard_demo_server.py,operations/support script,Serve the real dashboard with deterministic training telemetry.,DemoHandler,main,"__future__, argparse, functools, http.server, json, pathlib, urllib.parse",,80,2352,0317fdb395546c9b774bb44ac7c9ca84442d7a1b309595cc7f2ab1d448ce80f8
scripts/enrich_replay_weather_components.py,operations/support script,Add independent Open-Meteo GHI/DNI/DHI and wind to a replay log.,,"route_geometry_from_replay, enrich_replay, parse_args, main","__future__, argparse, numpy, pandas, pathlib, scripts.build_bwsc2025_fitted_package, sys",,105,3375,f77862c3fbff60ff5ebc643dae3a70650069248d4212bd7cad07d9338705769c
scripts/evaluate_magnetic_candidate_layer_sweep.py,operations/support script,Sweep magnet layers for one exact free-array candidate and apply hard gates.,,"parse_args, ready, main","argparse, dataclasses, json, mpc_solarcar, numpy, pandas, pathlib, sys",,160,7179,3dbd40e6c4104bae9565380fd2d64291f8ca87e6e73082da400878b8e433fee5
scripts/export_feasible_fourier_coupler_step.py,operations/support script,Export pocketed STEP rings only for an exact 16/16 Fourier candidate.,CarrierParameters,"parse_args, json_ready, gate_payload, write_status, signed_area, normalized_profile, radial_offset, profile_face, pocket_cylinder, build_ring, minimum_same_layer_center_spacing_mm, write_pocket_csv, draw_preview, export_record, main","__future__, argparse, csv, dataclasses, json, math, mpc_solarcar, numpy, pathlib, scripts.reevaluate_fourier_gpu_candidates, sys",,395,16993,224cd460852ace23733e87b4e003ca0cdbdb835862401cc5777411772d9f98b5
scripts/export_rqt_graph.py,operations/support script,,,"cli_node_names, cli_topic_names, graph_is_meaningful, main","argparse, os, pathlib, qt_dotgraph.pydotfactory, rclpy, rclpy.node, rqt_graph.dotcode, rqt_graph.rosgraph2_impl, shutil, subprocess, sys, time",,185,6670,c2ffef6b984de576f8c4133ac87986629ec9dfaa79f7212c1eb45aad213a2486
scripts/fetch_weather_forecast.py,operations/support script,,,main,"argparse, mpc_solarcar.solar_profile, mpc_solarcar.weather_utils, os, pandas, pathlib, sys",,84,3400,89625bc3ee8176f508e8917c42d1f594469963010840d1a1dc1b8096627bab19
scripts/finalize_bwsc2025_reidentified_package.py,package builder,,,"repo_relative, ensure_dir, latex_escape, read_json, resolve_repo_path, set_nested, mirror_and_write_profile, run_solar_sim, os_fspath, load_motion_fit, race_distance_info, regenerate_plan_products, render_plots, write_report, main","__future__, argparse, build_bwsc2025_fitted_package, datetime, json, math, matplotlib, matplotlib.pyplot, pandas, pathlib, subprocess, sys, textwrap, tune_upper_planner_weights, typing",,539,24099,47388dea2e48c85e01959c950d574cb33d74504700a6323bdf1cda91adfaa0eb
scripts/finalize_solar_gpu_campaign.sbatch,operations/support script,,,,,,0,2024,bb789f9f8a7aaca8f8480ba5c1420bd904ae4258fdfe1ec0af8ace9ea3f1836d
scripts/find_existing_magnetic_coupler_solution.py,operations/support script,,,"parse_args, finite_or_nan, load_case, check_profile, ranking_score, build_report_markdown, main","argparse, json, math, pandas, pathlib",,229,10621,51418272255a2b56c941dca375f258a8df36fe9d4a5a98b33cbfeb2a89330f6b
scripts/fit_magnetic_coupler_surrogate_calibration.py,vehicle identification tool,Fit conservative finite-volume to analytical-cylinder metric calibration.,,"parse_args, fit_envelope, main","__future__, argparse, json, numpy, pathlib",,124,4919,b694e9639a63d2020fd51fd5cd048ee6c3d5456767990be5201d3befd15eab09
scripts/fit_vehicle_params.py,vehicle identification tool,,,"infer_sample_period_sec, main","argparse, numpy, os, pandas, yaml",,103,4069,0dc1bb26b37b168ce21ed545f42db8f2dcb40039e39a30a297de4d85eb2b9262
scripts/generate_bachelor_thesis_magnetic_coupler.py,operations/support script,,ResultBundle,"tex_escape, load_result, selected_design, static_assessment, dynamic_summary, mm, scenario_aggregate, copy_figure, render_shape_preview, format_candidate_comparison_table, format_design_variable_table, format_program_table, chapter_opener_latex, reference_entries, strip_reference_prefix, build_candidate_rows, paragraph_lines, write_markdown, write_latex, build_figure_map, compile_latex, compile_docx, write_manifest, main","dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, shutil, subprocess, sys",,1559,91320,11612ff560250e0a8d567f4c763d8d10a75e08030a9b0b15d22bb39c3bea0135
scripts/generate_controller_worksheet_report.py,documentation/report generator,,,"read_yaml, repo_rel, compile_tex, main","__future__, argparse, mpc_solarcar.upper_cost, mpc_solarcar.upper_horizon, os, pathlib, subprocess, sys, textwrap, tune_upper_planner_weights, yaml",,364,17860,789f3bad7ec39f958bbc2493574d58789b24ede6dd457827f129f6bf7c7c5402
scripts/generate_dashboard_dummy.py,operations/support script,,,main,"argparse, csv, datetime, math",,106,3770,56e57084e56e69514eb6d0c74f1a850919ea36a4af1409df31f72a2ebe7af6a5
scripts/generate_fit_fullsim_report.py,documentation/report generator,,,"resolve_path, latex_escape, rel_display, locate_package_dir, locate_fit_summary, rms, day_block_bootstrap_rmse, load_replay_diagnostics, locate_fullsim_manifest, resolve_manifest_artifact, load_fullsim_summary, audit_fullsim_detail, interpolate_at_distance, moving_speed_in_interval, build_human_mpc_distance_comparison, build_daily_progress_comparison, write_human_mpc_distance_plot, md_table, tex_kv_table, tex_df_table, build_report, main","__future__, argparse, json, math, matplotlib, matplotlib.pyplot, numpy, os, pandas, pathlib, scripts.audit_identification_residuals, scripts.build_bwsc2025_fitted_package, sys, textwrap, typing, yaml",,1606,71968,0b02f300fe27dd5806e0686c58564ef85c115b501f13b58fc898d882f60c54fc
scripts/generate_freearray_fixedheight_convergence_report.py,documentation/report generator,,,"parse_args, load_json, mass_slug, candidate_case_dir, find_first, load_stage1_best, load_stage2_bests, load_localcheck_best, select_overall_best, completed_stage2_evaluations, completed_local_evaluations, build_candidate_metrics, render_figures, markdown_table, build_markdown, build_pdf, main","argparse, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, subprocess, sys",,540,23914,10888c3b090aa2f1bc8f78e8b51ea9d97d85a137661b0a83a5e123dfe07c1f65
scripts/generate_freearray_fixedheight_theoretical_note.py,operations/support script,,,"parse_args, escape_tex, file_lines, main","argparse, json, math, pandas, pathlib, subprocess",,332,12271,8aac3e8400280d2bd954f403f05fe823c0fd27de9f6d0c2a778bd32237c14dfd
scripts/generate_gpu_acceptance_report.py,documentation/report generator,"Build the auditable GPU-search, exact-replay, and mesh-convergence report.",,"read_json, read_yaml, finite, tex_escape, format_cell, tex_table, collect_surrogate_summaries, load_progress, collect_exact_rankings, local_selected_manifest, resolve_sibling, make_convergence_plot, make_fullsim_plot, build_report, main","__future__, argparse, json, math, matplotlib, matplotlib.pyplot, numpy, os, pandas, pathlib, shutil, textwrap, yaml",,636,31278,34e458bb35536ee81e88a9b844f1d3dd6e944303ea0224f759dab57d09048a03
scripts/generate_magnetic_coupler_hifi_report.py,documentation/report generator,,,"tex_escape, load_payload, extract_symbol_summary, write_ascii_safe_listing, build_dynamic_table, write_report, parse_args, compile_pdf, main","argparse, ast, json, mpc_solarcar, os, pathlib, subprocess, sys",,364,20102,c4db4275a32fb4f5245157848f3af6993b82fe201991666816713c5c93845db4
scripts/generate_magnetic_coupler_hifi_revision_report.py,documentation/report generator,,,"tex_escape, load_payload, metric, build_comparison_rows, write_report, compile_pdf, parse_args, main","argparse, json, pathlib, subprocess, sys",,206,11329,c5b76fd33fa191f423bbadd650b524ff494446ee1dba934adddd547f6097a0c8
scripts/generate_magnetic_coupler_review_assets.py,operations/support script,,,"load_selected_design, rerun_validation_records, sample_curve_points, transform_points, build_magnet_markers, render_gui_frame, save_gui_animation, discrete_magnet_centers_and_moments, dipole_field, save_field_distribution, choose_text, explain_line, tex_escape, build_line_explanations, write_ascii_safe_listing, write_tex_report, compile_pdf, main","PIL, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, os, pathlib, re, subprocess, sys",,837,39277,d84d8f58a13503baed9881505f5ae441e19502983edcd9dfc987130a99933296
scripts/generate_magnetic_coupler_search_program_report.py,documentation/report generator,Generate an auditable Japanese report for the magnetic-coupler search stack.,,"read_json, sha256, source_summary, categorize, role_for, collect_sources, configure_plot_font, draw_pipeline, draw_funnel, write_manifest, md_table, main","__future__, ast, csv, hashlib, json, math, matplotlib, matplotlib.pyplot, numpy, pathlib, shutil",,479,32192,2bd89da37fa6b4192a5caaa7ee8a0ad65138a67241be4ee4a435937c7e6b22c9
scripts/generate_mpc_refinement_report.py,documentation/report generator,,,"ensure_dir, latex_escape, compile_tex, repo_rel, speed_series, load_case, render_plots, write_markdown, write_tex, main","__future__, datetime, json, math, matplotlib, matplotlib.pyplot, pandas, pathlib, subprocess, textwrap",,378,14647,d6e1beb9e095d8990e35b036b290070636be670d3a6bfea1141d16de93ba421c
scripts/generate_package_inventory.py,documentation/report generator,Generate auditable source and workspace inventories for the ROS 2 package.,,"sha256, skipped, iter_source_files, iter_workspace_files, first_text_line, infer_role, inspect_python, source_row, write_csv, write_markdown, main","__future__, argparse, ast, csv, hashlib, os, pathlib, re, typing",,259,7980,78cc64eeab9b1fb36e12e175d8d1215fc85fa16f8535a75e10e59c0e8e299bd1
scripts/gpu_upper_policy_search.py,operations/support script,GPU CEM proposer for a fine distance-domain upper speed policy.,"TensorMap2D, TensorMap1D, WeatherGrid","resolve, iso_utc, source_signature, build_distance_segments, kinetic_power_w, slew_limited_segment_kinematics, stationary_auxiliary_power_w, parse_args, main","__future__, argparse, datetime, hashlib, json, math, mpc_solarcar.route_utils, numpy, pandas, pathlib, sys, torch, yaml, zoneinfo",,1444,66761,17f5baa8842f386d24e805b483adc91b02b2386dc640e613a9f5bea94ce73d11
scripts/import_bom_satellite_solar.py,operations/support script,Import BOM Himawari hourly solar exposure into a route/time weather grid.,,"first_present, route_frame, normalized_csv, route_sample_netcdf, haversine_km, prepare_observation_grid, unix_seconds, interpolate_to_base, merge_with_base, quality_summary, parse_args, main","__future__, argparse, json, math, mpc_solarcar.weather_utils, numpy, pandas, pathlib, scipy.interpolate, sys",,380,16894,f7b9d98b6f8bbaf3768958a2099fe985600110901b94430ccb333709b364677b
scripts/normalize_bwsc2025_field_evidence.py,operations/support script,"Normalize BWSC2025 panel, stop-charge, and ERA5 field evidence.",,"resolve, parse_args, numeric, panel_row, append_aggregate, normalize_darwin_panel, normalize_aug16_panel, normalize_charge_workbook, weather_crosscheck, main","__future__, argparse, datetime, json, math, numpy, pandas, pathlib, re",,283,11798,6d4a895cc2d715167c3b99a81aefce39ed290ff6a2f0d01c78f5536687a989ef
scripts/obd_scan.py,operations/support script,,,"request_pid, parse_support_mask, main","argparse, can, time",,74,2123,63fd8de3bc3b925d5ee8af344d56945cebe2732ffb6e699f52f100acdf190176
scripts/postprocess_fuel.py,operations/support script,,,"load_and_clip, integrate_fuel, summarize, maybe_plot, main","argparse, math, os, pandas",,164,6682,446db3bf6d5f3ae79ea5c661718fb7a334380bd2547335ec9219613c1306a809
scripts/promote_identification_run.py,vehicle identification tool,Promote a versioned identification run only after every validation gate passes.,,"sha256, relative_or_absolute, resolve_candidate_reference, evaluate_gates, canonicalize_candidate_paths, synchronize_fullsim, main","__future__, argparse, datetime, hashlib, json, math, os, pathlib, shutil, yaml",,422,18965,fad60387f48b94f8630e833ff8dd628acaa4d0fc3b1c469996052582999a82d3
scripts/rank_gpu_upper_policy_candidates.py,operations/support script,Rank completed GPU CEM proposers without claiming exact-simulator acceptance.,,main,"__future__, argparse, json, pandas, pathlib, shutil",,72,3088,ccc0993a2266f680343f87e4138474c0ea2a33760ec1dba4e5ed7211c730458a
scripts/rebuild_planning_weather_from_cache.py,operations/support script,Build a planner weather grid from independent archive components and a fit summary.,,"resolve, dataclass_from_mapping, rebuild, parse_args, main","__future__, argparse, dataclasses, pandas, pathlib, scripts.build_bwsc2025_fitted_package, sys, yaml",,83,2845,cbaf1b55fe9301c1f833a5733fb109ed1475efd588eea75cc16ef5b47b616b3d
scripts/reevaluate_fourier_gpu_candidates.py,operations/support script,Re-evaluate high-order Fourier GPU candidates with cylindrical magnets.,,"parse_args, json_ready, run_step_export, select_diversified, design_from_candidate, evaluate_static_task, static_assessment_from_record, record_inner_min_radius_m, exact_gate_checks, static_rank, dynamic_summary, flatten, plot_results, write_report, main","__future__, argparse, concurrent.futures, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, os, pandas, pathlib, subprocess, sys, time",,485,22618,8ba8d75d4946cdd1e03d173ac3ddb42ef06a011861242bb558a8df3ed5e14747
scripts/reevaluate_gpu_magnetic_candidates.py,operations/support script,Re-evaluate GPU dipole-screen candidates with Magpylib and dynamic hard gates.,,"parse_args, json_ready, apply_expanded_bounds, select_candidates, static_priority, summarize_static, dynamic_summary, write_status, flatten_records, plot_results, write_report, main","__future__, argparse, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, pandas, pathlib, sys, time",,350,14797,429c98de7488c64c456b4da12cbcd6473c7cf6bcaeccce7edae3b3ad0336ea3d
scripts/regenerate_identification_report.py,vehicle identification tool,Regenerate an identification report from versioned fit artifacts only.,,"load_yaml, dataclass_from_mapping, locate_package, resolve_package_path, default_post_refine, main","__future__, argparse, dataclasses, json, os, pathlib, scripts.build_bwsc2025_fitted_package, scripts.run_vehicle_identification, sys, typing, yaml",,177,6435,342eaae962f40b83280bdb4a53265b46383a21ccfeea30b39180922b3b1d0eb7
scripts/render_corridor_schematic_video.py,operations/support script,,,"parse_args, try_load_font, rotmat, transform_points, body_box_points, make_world_mapper, world_to_canvas_fn, draw_polygon, draw_polyline, draw_points, draw_arrow, draw_badge, clamp_box_position, history_metrics, write_fidelity_report, build_history, attach_schematic_frame, render_video, main","PIL, argparse, imageio.v2, json, math, mpc_solarcar, numpy, pathlib, sys",,669,33779,c070b7b31db5e6a3deccdf1b85316c1b2c58fb4dca14b93ef509b8b9aef8b233
scripts/render_mujoco_corridor_video.py,operations/support script,,,"parse_args, yaw_to_quat, pick_ring_points, capsules_from_polyline, build_mjcf_text, try_load_font, attach_hud, set_body_pose, build_history, render_video, main","PIL, argparse, imageio.v2, json, math, mpc_solarcar, mujoco, numpy, pathlib, sys",,362,14939,5c29ba388fc9017cd3810b4235d004027bf460ba1f191b5df35dbfaf3f22a922
scripts/resubmit_solar_gpu_refinement_chain.sh,operations/support script,,,,,,0,5298,f3fab0869bfd2c57fdb6489c89fbaa631520fc0a558723cba4787ec01f68bafb
scripts/run_freearray_fixedheight_budgeted_campaign.py,operations/support script,,,"parse_args, parse_count_pairs, round_up_to_population, format_mass_slug, case_dir_name, best_case_json_path, load_best_case_payload, load_initial_latent, summarize_candidate, refine_case_from_payload, render_ranked_candidates, build_report, main","argparse, json, math, mpc_solarcar, numpy, pandas, pathlib, sys",,456,21543,bfd5789f4f52200db42eadef397cd10732883502a6d30789aeafc78278a9b165
scripts/run_freearray_fixedheight_realistic_gate.py,operations/support script,,,"parse_args, parse_count_pairs, load_case_rows, build_report, main","argparse, json, mpc_solarcar, pandas, pathlib, sys",,157,7332,ee76d65a37a8338c11974e2887032e0b2794a0dec8232d971a926e74db4d93c7
scripts/run_global_magnetic_coupler_campaign.py,operations/support script,,,"prime_sequence, van_der_corput, halton_sequence, unit_to_latent, feature_vector, greedy_diverse_indices, quick_worker, validation_worker, merge_archive_maps, parse_latent_vector, dynamic_candidate_sort_key, tracking_candidate_sort_key, evaluate_dynamic_pipeline, format_markdown_table, plot_quick_screen, plot_restart_summary, plot_final_candidates, write_report, run_jobs, main","ast, concurrent.futures, dataclasses, json, math, matplotlib, matplotlib.pyplot, mpc_solarcar, numpy, os, pandas, pathlib, sys, time",,728,31201,6ab727bab968f46ee25b8260ad705009a163b7ea742215b4738e968c69ce4d20
scripts/run_identification_pipeline.py,vehicle identification tool,,,"run, main","argparse, mpc_solarcar.solar_profile, os, pathlib, subprocess, sys",,90,3187,28ea90f2cfb526907c9e1cbe38255e1633eddf96050b196f794e257c942a4bf0
